12.0	0.65	0.00133	0.0425	0.0061	0.0043
12.0	0.65	0.00237	0.0284	0.0045	0.0023
12.0	0.65	0.00421	0.0264	0.0044	0.0032
12.0	0.65	0.00750	0.0269	0.0054	0.0028
12.0	0.90	0.00042	0.0321	0.0064	0.0042
12.0	0.90	0.00075	0.0426	0.0076	0.0037
12.0	0.90	0.00133	0.0359	0.0075	0.0032
12.0	0.90	0.00237	0.0322	0.0064	0.0019
12.0	0.90	0.00421	0.0114	0.0033	0.0011
12.0	0.90	0.00750	0.0176	0.0050	0.0018
18.0	0.04	0.00042	0.0350	0.0039	0.0031
18.0	0.04	0.00075	0.0408	0.0039	0.0030
18.0	0.04	0.00133	0.0513	0.0054	0.0055
18.0	0.10	0.00042	0.0286	0.0041	0.0024
18.0	0.10	0.00075	0.0323	0.0038	0.0027
18.0	0.10	0.00133	0.0309	0.0038	0.0033
18.0	0.10	0.00237	0.0411	0.0047	0.0043
18.0	0.10	0.00421	0.0429	0.0066	0.0070
18.0	0.20	0.00042	0.0344	0.0042	0.0021
18.0	0.20	0.00075	0.0256	0.0030	0.0015
18.0	0.20	0.00133	0.0261	0.0030	0.0018
18.0	0.20	0.00237	0.0251	0.0028	0.0027
18.0	0.20	0.00421	0.0257	0.0029	0.0022
18.0	0.20	0.00750	0.0433	0.0065	0.0049
18.0	0.40	0.00042	0.0382	0.0055	0.0020
18.0	0.40	0.00075	0.0391	0.0051	0.0030
18.0	0.40	0.00133	0.0405	0.0050	0.0027
18.0	0.40	0.00237	0.0275	0.0037	0.0019
18.0	0.40	0.00421	0.0328	0.0045	0.0028
18.0	0.40	0.00750	0.0312	0.0042	0.0029
18.0	0.40	0.01330	0.0258	0.0049	0.0063
18.0	0.65	0.00042	0.0543	0.0074	0.0051
18.0	0.65	0.00075	0.0497	0.0064	0.0037
18.0	0.65	0.00133	0.0360	0.0046	0.0028
18.0	0.65	0.00237	0.0439	0.0056	0.0038
18.0	0.65	0.00421	0.0272	0.0038	0.0026
18.0	0.65	0.00750	0.0251	0.0038	0.0025
18.0	0.65	0.01330	0.0196	0.0044	0.0032
18.0	0.90	0.00075	0.0397	0.0066	0.0041
18.0	0.90	0.00133	0.0370	0.0065	0.0037
18.0	0.90	0.00237	0.0330	0.0057	0.0028
18.0	0.90	0.00421	0.0205	0.0044	0.0014
18.0	0.90	0.00750	0.0199	0.0056	0.0019
18.0	0.90	0.01330	0.0180	0.0062	0.0016
28.0	0.04	0.00075	0.0476	0.0050	0.0048
28.0	0.04	0.00133	0.0407	0.0051	0.0056
28.0	0.10	0.00075	0.0416	0.0060	0.0044
28.0	0.10	0.00133	0.0388	0.0056	0.0034
28.0	0.10	0.00237	0.0414	0.0058	0.0034
28.0	0.10	0.00421	0.0347	0.0064	0.0072
28.0	0.20	0.00075	0.0385	0.0052	0.0023
28.0	0.20	0.00133	0.0303	0.0039	0.0022
28.0	0.20	0.00237	0.0306	0.0039	0.0021
28.0	0.20	0.00421	0.0354	0.0045	0.0030
28.0	0.20	0.00750	0.0434	0.0096	0.0043
28.0	0.40	0.00075	0.0476	0.0074	0.0037
28.0	0.40	0.00133	0.0435	0.0063	0.0025
28.0	0.40	0.00237	0.0337	0.0050	0.0029
28.0	0.40	0.00421	0.0401	0.0057	0.0028
28.0	0.40	0.00750	0.0331	0.0053	0.0042
28.0	0.40	0.01330	0.0470	0.0078	0.0058
28.0	0.65	0.00075	0.0539	0.0084	0.0043
28.0	0.65	0.00133	0.0451	0.0066	0.0035
28.0	0.65	0.00237	0.0335	0.0053	0.0032
28.0	0.65	0.00421	0.0236	0.0041	0.0018
28.0	0.65	0.00750	0.0341	0.0054	0.0026
28.0	0.65	0.01330	0.0217	0.0042	0.0024
28.0	0.65	0.02370	0.0223	0.0063	0.0042
28.0	0.90	0.00133	0.0321	0.0072	0.0042
28.0	0.90	0.00237	0.0249	0.0069	0.0027
28.0	0.90	0.00421	0.0260	0.0065	0.0017
28.0	0.90	0.00750	0.0249	0.0072	0.0030
28.0	0.90	0.01330	0.0140	0.0050	0.0013
28.0	0.90	0.02370	0.0129	0.0071	0.0020
45.0	0.04	0.00133	0.0585	0.0081	0.0078
45.0	0.10	0.00133	0.0384	0.0066	0.0030
45.0	0.10	0.00237	0.0328	0.0061	0.0043
45.0	0.20	0.00133	0.0268	0.0049	0.0023
45.0	0.20	0.00237	0.0406	0.0061	0.0026
45.0	0.20	0.00421	0.0302	0.0049	0.0026
45.0	0.20	0.00750	0.0310	0.0057	0.0027
45.0	0.40	0.00133	0.0347	0.0072	0.0024
45.0	0.40	0.00237	0.0387	0.0070	0.0021
45.0	0.40	0.00421	0.0215	0.0046	0.0016
45.0	0.40	0.00750	0.0273	0.0053	0.0027
45.0	0.40	0.01330	0.0328	0.0067	0.0043
45.0	0.65	0.00133	0.0418	0.0081	0.0027
45.0	0.65	0.00237	0.0262	0.0058	0.0013
45.0	0.65	0.00421	0.0294	0.0061	0.0028
45.0	0.65	0.00750	0.0240	0.0054	0.0026
45.0	0.65	0.01330	0.0199	0.0045	0.0016
45.0	0.65	0.02370	0.0220	0.0060	0.0025
45.0	0.90	0.00237	0.0291	0.0094	0.0022
45.0	0.90	0.00421	0.0204	0.0072	0.0013
45.0	0.90	0.00750	0.0088	0.0041	0.0005
45.0	0.90	0.01330	0.0201	0.0078	0.0015
45.0	0.90	0.02370	0.0031	0.0032	0.0004
75.0	0.10	0.00237	0.0453	0.0090	0.0047
75.0	0.10	0.00421	0.0610	0.0137	0.0088
75.0	0.20	0.00237	0.0341	0.0073	0.0037
75.0	0.20	0.00421	0.0407	0.0071	0.0035
75.0	0.20	0.00750	0.0312	0.0073	0.0032
75.0	0.40	0.00237	0.0444	0.0120	0.0029
75.0	0.40	0.00421	0.0405	0.0096	0.0037
75.0	0.40	0.00750	0.0236	0.0063	0.0020
75.0	0.40	0.01330	0.0318	0.0080	0.0031
75.0	0.65	0.00237	0.0224	0.0075	0.0016
75.0	0.65	0.00421	0.0243	0.0072	0.0018
75.0	0.65	0.00750	0.0314	0.0079	0.0027
75.0	0.65	0.01330	0.0212	0.0056	0.0025
75.0	0.65	0.02370	0.0252	0.0083	0.0026
75.0	0.90	0.00421	0.0234	0.0104	0.0020
75.0	0.90	0.00750	0.0109	0.0066	0.0013
75.0	0.90	0.01330	0.0145	0.0082	0.0019
75.0	0.90	0.02370	0.0093	0.0062	0.0011

